NPI,Payment_Type,Total_Payment_USDollars,Interaction
1104832906.0,Cash or cash equivalent,16177.0,5
1104832351.0,Cash or cash equivalent,115175.48,29
1104830629.0,Cash or cash equivalent,307666.31,8
1104830579.0,Cash or cash equivalent,500859.22,34
1104830579.0,In-kind items and services,68952.72,3
1104829506.0,Cash or cash equivalent,84711.85,20
1104829506.0,In-kind items and services,11551.94,47
1104826825.0,Cash or cash equivalent,551.0,1
1104822626.0,Cash or cash equivalent,87326.04,9
1104822261.0,Cash or cash equivalent,1451825.6,40
1104822261.0,In-kind items and services,9087.58,6
1104822014.0,Cash or cash equivalent,13321.0,2
1104822014.0,In-kind items and services,17385.48,1
1104821925.0,Cash or cash equivalent,107014.6,3
1104821925.0,In-kind items and services,77373.98,4
1104821552.0,Cash or cash equivalent,104946.53,25
1104821081.0,Cash or cash equivalent,1060.0,1
1104820927.0,Cash or cash equivalent,13859.5,9
1104817667.0,Cash or cash equivalent,125208.78,84
1104817410.0,Cash or cash equivalent,185960.23,46
1104817410.0,In-kind items and services,16137.0,3
1104815943.0,Cash or cash equivalent,14226.53,16
1104814888.0,Cash or cash equivalent,176580.73,16
1104814680.0,Cash or cash equivalent,5430548.69,204
1104814680.0,In-kind items and services,64483.79,130
1104814243.0,Cash or cash equivalent,122914.39,51
1104814243.0,In-kind items and services,409.2,1
1104814201.0,Cash or cash equivalent,225389.48,4
1104814201.0,In-kind items and services,5197.76,6
1104814094.0,Cash or cash equivalent,86235.3,3
1104813765.0,Cash or cash equivalent,91513.53,19
1104813765.0,In-kind items and services,409.2,1
1104813153.0,Cash or cash equivalent,180898.0,30
1104812502.0,Cash or cash equivalent,4200.0,4
1104812437.0,Cash or cash equivalent,210301.35,16
1104811397.0,In-kind items and services,240.0,1
1104811108.0,Cash or cash equivalent,6769493.59,104
1104811108.0,In-kind items and services,9345.88,10
1104810902.0,In-kind items and services,98365.0,20
1104810720.0,Cash or cash equivalent,254444.76,27
1104810720.0,In-kind items and services,5066.76,2
1104810076.0,Cash or cash equivalent,7919.24,13
1104807882.0,Cash or cash equivalent,7471.95,3
1104807239.0,Cash or cash equivalent,16158.0,2
1104807023.0,Cash or cash equivalent,255313.74,18
1104805506.0,Cash or cash equivalent,227877.69,2
1104805506.0,In-kind items and services,567.56,1
1104804970.0,Cash or cash equivalent,241574.35,16
1104804970.0,In-kind items and services,117420.0,2
1104804798.0,Cash or cash equivalent,74515.37,5
1104802891.0,Cash or cash equivalent,73828.72,16
1104802362.0,Cash or cash equivalent,3197188.85,44
1104802362.0,In-kind items and services,67.84,1
1104801489.0,Cash or cash equivalent,36377.58,3
1104801489.0,In-kind items and services,11725.77,45
1104801216.0,Cash or cash equivalent,120966.66,7
1104801042.0,Cash or cash equivalent,1898878.34,13
1104800374.0,Cash or cash equivalent,14677.1,3
1104800200.0,Cash or cash equivalent,11607.0,2
1104800200.0,In-kind items and services,226.73999999999998,2
1104582790.0,Cash or cash equivalent,97954.25,2
1104436104.0,Cash or cash equivalent,150674.22,1
1104395656.0,Cash or cash equivalent,30830.0,5
1104390475.0,Cash or cash equivalent,72743.5,2
1104387182.0,Cash or cash equivalent,21872.4,20
1104357839.0,Cash or cash equivalent,7500.0,1
1104352541.0,Cash or cash equivalent,16700.1,4
1104350883.0,Cash or cash equivalent,9087.0,3
1104340157.0,Cash or cash equivalent,67395.45,1
1104340157.0,In-kind items and services,1529.63,3
1104315738.0,Cash or cash equivalent,79074.5,1
1104303031.0,Cash or cash equivalent,38538.84,2
1104303031.0,In-kind items and services,4625.09,1
1104292275.0,Cash or cash equivalent,47462.2,11
1104288125.0,Cash or cash equivalent,32675.0,2
1104270545.0,Cash or cash equivalent,32541.05,5
1104266964.0,Cash or cash equivalent,268109.64999999997,57
1104266964.0,In-kind items and services,22808.59,2
1104265347.0,Cash or cash equivalent,26665.2,5
1104264217.0,Cash or cash equivalent,9891.65,1
1104264217.0,In-kind items and services,7435.0,2
1104263623.0,Cash or cash equivalent,139769.0,14
1104260819.0,Cash or cash equivalent,606667.5599999999,25
1104260744.0,Cash or cash equivalent,164544.22,67
1104246032.0,Cash or cash equivalent,57649.84,2
1104245521.0,In-kind items and services,1367.35,1
1104244631.0,Cash or cash equivalent,59997.0,7
1104244540.0,Cash or cash equivalent,109664.0,6
1104244540.0,In-kind items and services,91722.48,1
1104237072.0,Cash or cash equivalent,18723.48,1
1104237072.0,In-kind items and services,2963.55,2
1104235761.0,Cash or cash equivalent,20717.0,37
1104230705.0,In-kind items and services,122.0,1
1104213024.0,Cash or cash equivalent,2180.0,1
1104211143.0,Cash or cash equivalent,39000.0,1
1104206325.0,Cash or cash equivalent,9795.0,1
1104204510.0,In-kind items and services,514080.0,11
1104203645.0,Cash or cash equivalent,4456.4,1
1104191311.0,Cash or cash equivalent,100318.3,1
1104190735.0,Cash or cash equivalent,209128.38,20
1104190735.0,In-kind items and services,3783.02,1
1104188648.0,Cash or cash equivalent,68031.0,1
1104188648.0,In-kind items and services,1683.48,1
1104185644.0,Cash or cash equivalent,17.6,1
1104185644.0,In-kind items and services,45.0,2
1104185354.0,Cash or cash equivalent,17500.0,1
1104185354.0,In-kind items and services,691.2,1
1104183888.0,Cash or cash equivalent,117648.94,23
1104183771.0,Cash or cash equivalent,94351.15,5
1104183631.0,Cash or cash equivalent,778832.13,6
1104183631.0,In-kind items and services,137.01,1
1104180512.0,Cash or cash equivalent,42116.97,13
1104172378.0,Cash or cash equivalent,49812.94,19
1104172329.0,Cash or cash equivalent,154932.55,19
1104172329.0,In-kind items and services,1127747.04,17
1104171388.0,Cash or cash equivalent,27500.0,5
1104168772.0,Cash or cash equivalent,3036.8,1
1104168681.0,Cash or cash equivalent,24313.0,2
1104156470.0,Cash or cash equivalent,8500.0,1
1104153105.0,Cash or cash equivalent,22921.0,3
1104148014.0,Cash or cash equivalent,34576.0,5
1104144708.0,Cash or cash equivalent,38875.0,6
1104144690.0,Cash or cash equivalent,355925.57,30
1104142405.0,Cash or cash equivalent,866040.09,22
1104142025.0,Cash or cash equivalent,103795.78,158
1104140037.0,Cash or cash equivalent,14690.0,10
1104132927.0,Cash or cash equivalent,12520.0,2
1104127679.0,Cash or cash equivalent,152619.0,8
1104121227.0,Cash or cash equivalent,65238.0,5
1104119551.0,Cash or cash equivalent,9192.46,5
1104119346.0,Cash or cash equivalent,48891.04,2
1104115682.0,Cash or cash equivalent,50420.0,9
1104113398.0,Cash or cash equivalent,24960.0,1
1104112689.0,Cash or cash equivalent,24285.56,1
1104112515.0,Cash or cash equivalent,90503.0,25
1104112515.0,In-kind items and services,353743.2,1
1104111509.0,Cash or cash equivalent,842.66,1
1104110386.0,Cash or cash equivalent,438257.61,17
1104110386.0,In-kind items and services,276253.08,2
1104110303.0,Cash or cash equivalent,24976.0,7
1104110071.0,Cash or cash equivalent,1903955.77,182
1104110071.0,In-kind items and services,89304.07,7
1104107622.0,Cash or cash equivalent,61301.11,20
1104107622.0,In-kind items and services,162842.96,1
1104106152.0,Cash or cash equivalent,94008.24,18
1104104264.0,Cash or cash equivalent,1033.49,1
1104099852.0,Cash or cash equivalent,253421.46,73
1104098607.0,Cash or cash equivalent,8107.0,4
1104096726.0,Cash or cash equivalent,538093.36,50
1104096726.0,In-kind items and services,2231.7599999999998,5
1104093665.0,Cash or cash equivalent,3500.0,2
1104093392.0,Cash or cash equivalent,561336.36,68
1104093392.0,In-kind items and services,17407.85,1
1104090281.0,Cash or cash equivalent,72706.27,20
1104089499.0,Cash or cash equivalent,312.5,1
1104089036.0,Cash or cash equivalent,29850.0,4
1104089036.0,In-kind items and services,142.0,1
1104089002.0,Cash or cash equivalent,23236.8,19
1104088962.0,Cash or cash equivalent,8746.5,2
1104087014.0,Cash or cash equivalent,1500.0,2
1104085141.0,Cash or cash equivalent,46709.0,1
1104084078.0,Cash or cash equivalent,51528.11,2
1104083823.0,Cash or cash equivalent,6888.0,4
1104083088.0,Cash or cash equivalent,8850.0,1
1104082957.0,Cash or cash equivalent,11734.5,1
1104082445.0,Cash or cash equivalent,11307.4,1
1104080803.0,Cash or cash equivalent,80424.25,1
1104079607.0,Cash or cash equivalent,194.0,2
1104077650.0,Cash or cash equivalent,40205.62,43
1104074020.0,Cash or cash equivalent,571407.16,37
1104074020.0,In-kind items and services,350.0,1
1104072255.0,Cash or cash equivalent,4300.0,1
1104069269.0,Cash or cash equivalent,706036.83,29
1104069269.0,In-kind items and services,2391.31,1
1104067123.0,Cash or cash equivalent,36000.0,2
1104066356.0,Cash or cash equivalent,36097.75,8
1104060904.0,Cash or cash equivalent,83484.06999999999,6
1104059393.0,Cash or cash equivalent,255945.50999999998,21
1104057231.0,Cash or cash equivalent,90347.24,7
1104056597.0,Cash or cash equivalent,347294.42,1
1104056597.0,In-kind items and services,1206.14,1
1104056423.0,Cash or cash equivalent,183749.88,1
1104056423.0,In-kind items and services,16855.8,1
1104056191.0,Cash or cash equivalent,5650.0,1
1104053966.0,Cash or cash equivalent,22450.1,9
1104053438.0,Cash or cash equivalent,120040.06,31
1104053024.0,Cash or cash equivalent,84272.14,3
1104052612.0,Cash or cash equivalent,2500.0,1
1104052372.0,Cash or cash equivalent,264866.64,88
1104052372.0,In-kind items and services,33646.54,7
1104051721.0,Cash or cash equivalent,1750.0,1
1104051572.0,In-kind items and services,57524.32,1
1104047695.0,Cash or cash equivalent,701818.96,88
1104047695.0,In-kind items and services,10021.19,14
1104047422.0,In-kind items and services,1728.0,1
1104047265.0,Cash or cash equivalent,35616.41,1
1104043710.0,Cash or cash equivalent,9367.92,3
1104042936.0,Cash or cash equivalent,48900.0,2
1104040401.0,Cash or cash equivalent,6348.200000000001,3
1104040104.0,Cash or cash equivalent,2122.93,3
1104039916.0,Cash or cash equivalent,36804.6,13
1104039197.0,Cash or cash equivalent,164454.1,189
1104039197.0,In-kind items and services,139959.78,1
1104037621.0,Cash or cash equivalent,43817.0,4
1104037340.0,Cash or cash equivalent,2500.0,1
1104037027.0,Cash or cash equivalent,25202.65,6
1104036524.0,Cash or cash equivalent,2000.0,4
1104036516.0,Cash or cash equivalent,71815.14,4
1104034453.0,Cash or cash equivalent,45235.0,1
1104033950.0,Cash or cash equivalent,48.040000000000006,2
1104032648.0,Cash or cash equivalent,18382.99,1
1104032648.0,In-kind items and services,610.71,1
1104029008.0,Cash or cash equivalent,82230.87,7
1104027549.0,Cash or cash equivalent,19275.0,4
1104027549.0,In-kind items and services,1009228.3200000001,2
1104026228.0,Cash or cash equivalent,7162.0,1
1104025949.0,In-kind items and services,2235.29,1
1104025592.0,Cash or cash equivalent,95450.0,8
1104023316.0,Cash or cash equivalent,100920.0,12
1104022987.0,Cash or cash equivalent,53125.170000000006,2
1104022045.0,Cash or cash equivalent,125803.56999999999,76
1104021781.0,Cash or cash equivalent,279656.72,25
1104021757.0,Cash or cash equivalent,54123.22,1
1104020791.0,Cash or cash equivalent,19642.38,4
1104020684.0,Cash or cash equivalent,200000.0,3
1104016724.0,Cash or cash equivalent,149995.81,1
1104016724.0,In-kind items and services,104685.21,2
1104016674.0,Cash or cash equivalent,102605.0,1
1104016674.0,In-kind items and services,905.01,1
1104016252.0,Cash or cash equivalent,18110.0,4
1104014083.0,Cash or cash equivalent,59885.0,7
1104013234.0,Cash or cash equivalent,7327.3,1
1104013184.0,Cash or cash equivalent,381812.08,52
1104012996.0,Cash or cash equivalent,10000.0,1
1104011766.0,Cash or cash equivalent,21268.39,12
1104010511.0,Cash or cash equivalent,266602.59,5
1104010511.0,In-kind items and services,4097.88,6
1104009745.0,Cash or cash equivalent,80181.9,11
1104006832.0,In-kind items and services,440183.04,1
1104006279.0,Cash or cash equivalent,5250.0,1
1104005941.0,Cash or cash equivalent,19643.0,6
1104005941.0,In-kind items and services,594.0,1
1104003458.0,Cash or cash equivalent,19264.0,6
1104003458.0,In-kind items and services,2560.63,6
1104002195.0,Cash or cash equivalent,17424.579999999998,13
1104002039.0,Cash or cash equivalent,11802.4,4
1104001718.0,Cash or cash equivalent,24626.35,1
1093991788.0,Cash or cash equivalent,249615.98,2
1093989196.0,Cash or cash equivalent,1409019.48,62
1093989196.0,In-kind items and services,563225.57,8
1093988487.0,Cash or cash equivalent,486873.23,3
1093988487.0,In-kind items and services,45706.25,2
1093987893.0,Cash or cash equivalent,2200.0,1
1093986960.0,Cash or cash equivalent,121256.77,6
1093986960.0,In-kind items and services,13060.869999999999,8
1093983629.0,Cash or cash equivalent,9692.34,6
1093981946.0,Cash or cash equivalent,193743.73,44
1093981680.0,Cash or cash equivalent,17229.0,1
1093981607.0,Cash or cash equivalent,623.0,1
1093978561.0,Cash or cash equivalent,37261.0,11
1093978199.0,Cash or cash equivalent,65766.0,3
1093977621.0,Cash or cash equivalent,22950.0,2
1093977431.0,Cash or cash equivalent,247489.44,10
1093977431.0,In-kind items and services,392.0,1
1093977209.0,Cash or cash equivalent,18087.0,4
1093975674.0,Cash or cash equivalent,308226.5,76
1093975674.0,In-kind items and services,60621.37,5
1093974693.0,Cash or cash equivalent,53773.0,12
1093973562.0,Cash or cash equivalent,16461.0,2
1093973562.0,In-kind items and services,42016.53,2
1093972713.0,Cash or cash equivalent,489732.42,74
1093972713.0,In-kind items and services,750.2,7
1093971277.0,Cash or cash equivalent,17319.8,3
1093970949.0,Cash or cash equivalent,43020.67,9
1093970949.0,In-kind items and services,40.0,1
1093970840.0,Cash or cash equivalent,75153.61,13
1093970840.0,In-kind items and services,160240.5,11
1093970048.0,Cash or cash equivalent,74501.0,6
1093970048.0,In-kind items and services,1950.0,1
1093968265.0,Cash or cash equivalent,57804.020000000004,16
1093968265.0,In-kind items and services,1656.72,1
1093966178.0,Cash or cash equivalent,14520.04,1
1093963712.0,In-kind items and services,204099.36,1
1093963605.0,Cash or cash equivalent,29133.84,10
1093961609.0,Cash or cash equivalent,700530.17,45
1093961609.0,In-kind items and services,75865.07,6
1093960023.0,Cash or cash equivalent,95835.0,9
1093959785.0,Cash or cash equivalent,600.0,1
1093958704.0,Cash or cash equivalent,2520.0,1
1093957565.0,Cash or cash equivalent,14195.17,13
1093954000.0,Cash or cash equivalent,16513.0,3
1093949745.0,Cash or cash equivalent,147854.54,9
1093949745.0,In-kind items and services,196504.0,2
1093946162.0,Cash or cash equivalent,64482.0,8
1093946162.0,In-kind items and services,36388.74,2
1093945479.0,Cash or cash equivalent,838160.0,9
1093945396.0,Cash or cash equivalent,530623.23,9
1093943896.0,Cash or cash equivalent,63179.0,16
1093943854.0,Cash or cash equivalent,2500.0,1
1093943854.0,In-kind items and services,10553.37,1
1093942815.0,Cash or cash equivalent,55776.22,17
1093942534.0,Cash or cash equivalent,2915.0,3
1093942484.0,Cash or cash equivalent,116155.84,1
1093941791.0,Cash or cash equivalent,25476.56,10
1093941114.0,Cash or cash equivalent,1129900.0,11
1093941114.0,In-kind items and services,35397.42,1
1093937054.0,Cash or cash equivalent,2093.2,3
1093936809.0,Cash or cash equivalent,1284.97,1
1093934598.0,Cash or cash equivalent,485079.5,1
1093931578.0,Cash or cash equivalent,35727.0,12
1093928376.0,Cash or cash equivalent,119974.0,1
1093928376.0,In-kind items and services,8815.07,1
1093927188.0,Cash or cash equivalent,200661.16,71
1093927188.0,In-kind items and services,317.0,1
1093926081.0,Cash or cash equivalent,75831.82,11
1093924003.0,In-kind items and services,222510.96000000002,3
1093920225.0,Cash or cash equivalent,129606.1,117
1093918302.0,Cash or cash equivalent,244551.39,44
1093918302.0,In-kind items and services,814.08,1
1093918211.0,Cash or cash equivalent,15612.8,7
1093917304.0,Cash or cash equivalent,66158.8,10
1093915837.0,Cash or cash equivalent,6000.0,1
1093915704.0,Cash or cash equivalent,14706.0,1
1093915704.0,In-kind items and services,9076.99,1
1093914988.0,Cash or cash equivalent,49564.96,2
1093914988.0,In-kind items and services,45151.2,1
1093914731.0,Cash or cash equivalent,4254.0,5
1093913667.0,Cash or cash equivalent,104945.42,19
1093913519.0,Cash or cash equivalent,104601.08,3
1093913196.0,Cash or cash equivalent,20951.04,2
1093911323.0,Cash or cash equivalent,178699.31,10
1093911323.0,In-kind items and services,1100025.69,7
1093911307.0,Cash or cash equivalent,1311.75,1
1093910499.0,Cash or cash equivalent,220669.56,23
1093910499.0,In-kind items and services,2024.72,1
1093907305.0,Cash or cash equivalent,11463.75,3
1093907305.0,In-kind items and services,0.44,1
1093906281.0,Cash or cash equivalent,478406.51,158
1093906133.0,Cash or cash equivalent,247805.0,27
1093903072.0,Cash or cash equivalent,42770.37,6
1093899908.0,Cash or cash equivalent,178449.47,57
1093896938.0,Cash or cash equivalent,132107.39,6
1093896722.0,Cash or cash equivalent,26294.0,4
1093892689.0,Cash or cash equivalent,14896.78,1
1093892648.0,Cash or cash equivalent,11734.08,1
1093892465.0,Cash or cash equivalent,11730.11,2
1093891673.0,Cash or cash equivalent,7125.0,1
